CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_REDACAO
52015033.0;5220280.0;São Patrício;GO;2.0;1.0;1;1;1;1;470.3;563.2;546.1;535.0;1;1.0;840.0
52015360.0;5205406.0;Ceres;GO;2.0;1.0;0;0;0;0;;;;;0;;
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;611.1;584.7;579.7;634.5;0;1.0;780.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;1;0;0;1;448.3;;;390.8;0;;
52017354.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;1;;
52020231.0;5221700.0;Uruana;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;502.1;478.5;462.4;501.7;1;1.0;920.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;1;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;404.7;413.0;426.2;386.5;0;1.0;560.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;486.2;505.2;533.1;486.3;0;1.0;660.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52019926.0;5221700.0;Uruana;GO;2.0;1.0;1;1;1;1;359.9;457.4;446.8;400.0;0;1.0;620.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;577.8;670.0;674.4;667.3;0;1.0;820.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;462.1;291.7;365.1;441.4;0;4.0;0.0
52014517.0;5203203.0;Barro Alto;GO;2.0;1.0;1;1;1;1;563.6;614.9;565.8;691.3;0;1.0;880.0
52017320.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;508.1;558.2;536.3;630.1;1;1.0;800.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;642.3;707.1;635.5;755.6;1;1.0;880.0
52019926.0;5221700.0;Uruana;GO;2.0;1.0;1;1;1;1;541.9;534.3;552.9;581.7;0;1.0;620.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;427.3;436.9;518.0;408.5;1;1.0;520.0
52015742.0;5205406.0;Ceres;GO;4.0;1.0;1;1;1;1;391.2;425.9;445.9;612.8;1;1.0;900.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;497.0;538.9;577.1;517.4;1;1.0;880.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;595.0;643.8;645.2;647.6;1;1.0;780.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;563.2;691.7;559.6;639.5;0;1.0;740.0
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;514.9;474.2;482.5;573.5;0;1.0;700.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;573.7;541.2;550.3;535.7;1;1.0;840.0
60028192.0;5221700.0;Uruana;GO;2.0;1.0;0;0;0;0;;;;;1;;
52017109.0;5209804.0;Hidrolina;GO;2.0;1.0;1;1;1;1;465.9;473.7;494.2;436.3;0;1.0;920.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;442.8;566.0;510.0;391.5;1;1.0;580.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;568.1;530.6;563.3;502.2;0;1.0;580.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;442.2;483.9;475.0;384.6;1;1.0;500.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;373.1;524.7;535.6;454.1;0;1.0;480.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;451.4;470.2;546.1;432.6;0;1.0;560.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;430.4;581.4;558.4;643.5;1;1.0;600.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;438.7;499.6;467.1;476.4;0;1.0;800.0
52017303.0;5210901.0;Itapaci;GO;4.0;1.0;0;0;0;0;;;;;0;;
52015459.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;426.8;537.0;516.3;497.3;1;1.0;560.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;647.8;659.9;632.2;734.1;0;1.0;900.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;564.0;559.6;554.2;566.7;0;1.0;660.0
52019080.0;5218706.0;Rianápolis;GO;2.0;1.0;1;1;1;1;389.1;362.2;449.0;545.5;1;1.0;400.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;427.6;521.1;524.3;532.0;0;1.0;800.0
52019080.0;5218706.0;Rianápolis;GO;2.0;1.0;1;1;1;1;506.4;488.5;503.4;520.0;1;1.0;840.0
52015459.0;5205406.0;Ceres;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;379.3;403.5;409.3;423.4;1;1.0;600.0
52019624.0;5219357.0;Santa Isabel;GO;2.0;1.0;1;1;1;1;408.3;500.1;531.9;397.1;1;1.0;400.0
52017109.0;5209804.0;Hidrolina;GO;2.0;1.0;1;1;1;1;368.4;535.3;518.7;465.2;0;1.0;680.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;503.8;517.1;556.5;672.4;1;1.0;860.0
52015998.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;517.6;550.6;583.6;408.1;0;1.0;660.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;613.9;591.7;577.5;663.8;1;1.0;820.0
60028159.0;5209457.0;Guarinos;GO;2.0;2.0;1;1;1;1;384.8;493.0;571.8;465.1;0;1.0;480.0
52014584.0;5203203.0;Barro Alto;GO;2.0;1.0;0;0;0;0;;;;;0;;
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;0;0;0;0;;;;;0;;
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;612.5;604.9;569.9;694.2;0;1.0;920.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
60028883.0;5221700.0;Uruana;GO;4.0;1.0;1;1;1;1;514.8;491.8;547.1;569.4;0;1.0;680.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;523.0;423.8;453.2;416.0;0;1.0;560.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;0;0;0;0;;;;;1;;
52014584.0;5203203.0;Barro Alto;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015360.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;358.8;384.6;403.8;428.9;0;1.0;600.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;396.8;429.6;427.4;390.1;1;1.0;660.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;438.2;347.9;489.0;390.9;1;1.0;580.0
52015033.0;5220280.0;São Patrício;GO;2.0;1.0;0;1;1;0;;485.8;479.0;;1;1.0;380.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;404.3;420.6;498.8;462.3;0;1.0;720.0
52014517.0;5203203.0;Barro Alto;GO;2.0;1.0;0;1;1;0;;575.4;470.3;;0;1.0;480.0
52019080.0;5218706.0;Rianápolis;GO;2.0;1.0;1;1;1;1;524.7;521.1;569.8;709.7;0;1.0;880.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;0;1;1;0;;594.9;550.5;;0;1.0;800.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;520.4;341.3;353.3;486.1;1;1.0;380.0
52017354.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;513.3;548.9;546.2;730.9;0;1.0;700.0
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;418.8;371.7;357.6;395.9;0;1.0;460.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;557.6;521.3;559.4;577.1;1;1.0;900.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;0;2;2;0;;;;;0;;
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;1;1;0;;307.5;444.2;;0;1.0;440.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;384.6;503.1;480.4;436.4;0;1.0;680.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;468.6;321.7;413.3;505.1;1;1.0;360.0
52014517.0;5203203.0;Barro Alto;GO;2.0;1.0;1;1;1;1;369.6;384.4;441.1;542.5;0;1.0;480.0
52016021.0;5208608.0;Goianésia;GO;2.0;1.0;0;1;1;0;;331.4;398.1;;1;1.0;540.0
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;410.4;352.5;412.1;433.0;1;1.0;540.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;607.2;696.5;540.6;722.9;0;1.0;420.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;572.4;576.7;577.7;524.0;1;1.0;440.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;512.9;605.6;550.1;482.9;0;1.0;860.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;369.0;494.6;563.4;480.7;0;1.0;780.0
60028258.0;5211800.0;Jaraguá;GO;4.0;1.0;1;1;1;1;475.7;559.3;470.0;506.6;0;1.0;860.0
52014576.0;5219456.0;Santa Rita do Novo Destino;GO;2.0;2.0;0;0;0;0;;;;;1;;
52017320.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;469.7;395.7;460.2;410.6;0;1.0;440.0
52017320.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;1;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;517.8;553.7;543.0;549.6;0;1.0;440.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;571.5;522.1;551.1;548.8;0;1.0;760.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;482.8;400.7;380.5;466.6;1;1.0;520.0
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;0;0;0;0;;;;;0;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;526.0;523.9;559.1;519.8;1;1.0;680.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;382.5;419.2;398.1;428.6;1;1.0;360.0
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;523.6;412.6;342.7;405.0;1;3.0;0.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;346.9;362.9;394.9;483.1;1;1.0;360.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;494.8;332.0;364.6;440.0;1;6.0;0.0
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;542.2;524.4;503.6;562.7;1;1.0;720.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;364.1;381.4;391.4;444.9;1;1.0;320.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;441.7;331.9;375.7;433.2;1;1.0;580.0
52015998.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;481.1;468.6;477.3;401.8;1;1.0;380.0
52018415.0;5214861.0;Nova Glória;GO;2.0;1.0;1;1;1;1;440.1;464.1;396.4;522.1;0;1.0;400.0
52098834.0;5208608.0;Goianésia;GO;4.0;1.0;1;1;1;1;460.0;480.6;539.5;555.2;1;1.0;760.0
52020231.0;5221700.0;Uruana;GO;2.0;1.0;1;1;1;1;440.9;509.8;456.9;415.3;1;1.0;520.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015742.0;5205406.0;Ceres;GO;4.0;1.0;1;1;1;1;568.5;599.3;579.4;703.7;1;1.0;740.0
52015386.0;5210158.0;Ipiranga de Goiás;GO;2.0;1.0;0;1;1;0;;362.2;436.0;;1;1.0;680.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;458.8;388.5;460.7;407.3;1;1.0;480.0
52019624.0;5219357.0;Santa Isabel;GO;2.0;1.0;1;1;1;1;474.8;511.7;564.9;395.5;1;1.0;560.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;571.6;497.7;497.6;613.9;0;1.0;800.0
52015998.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;366.9;479.8;480.3;435.2;1;1.0;560.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;527.7;507.4;517.1;619.1;0;1.0;680.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;501.5;463.9;513.1;379.8;0;1.0;540.0
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;376.0;513.9;500.0;446.4;0;1.0;520.0
52019926.0;5221700.0;Uruana;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015360.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;411.1;419.0;346.2;397.2;1;1.0;600.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;384.7;462.5;473.1;495.8;1;1.0;520.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;531.6;433.3;438.5;413.5;1;1.0;380.0
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;442.7;499.9;530.3;461.7;0;1.0;760.0
52015459.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;553.3;627.4;572.0;547.4;0;1.0;720.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;0;0;0;;;;;0;;
52017320.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015459.0;5205406.0;Ceres;GO;2.0;1.0;0;0;0;0;;;;;1;;
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;457.6;523.3;557.6;509.3;0;1.0;940.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;519.8;483.5;500.1;506.2;0;1.0;740.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;372.8;358.8;459.4;389.9;0;1.0;560.0
60028159.0;5209457.0;Guarinos;GO;2.0;2.0;1;1;1;1;470.4;530.9;545.9;463.0;0;1.0;580.0
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;539.5;618.9;617.5;707.3;0;1.0;900.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;441.7;447.9;512.3;400.5;0;1.0;760.0
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;411.9;377.5;430.2;520.7;0;1.0;520.0
60028155.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;428.1;458.9;515.5;452.4;0;1.0;560.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;442.1;435.8;455.3;421.4;0;1.0;580.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;548.4;617.7;569.5;668.9;0;1.0;880.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;553.1;507.2;519.7;527.8;1;1.0;720.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;1;1;0;;320.0;441.0;;1;1.0;460.0
52019926.0;5221700.0;Uruana;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;1;1;0;;442.6;475.0;;1;1.0;600.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;431.0;571.8;545.2;561.8;0;1.0;720.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;538.3;543.6;521.4;460.6;1;1.0;620.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;570.7;564.9;590.4;474.1;1;1.0;880.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;0;0;0;0;;;;;0;;
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;0;;
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;506.8;544.0;551.3;619.2;1;1.0;840.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;501.5;421.3;445.7;555.1;0;1.0;580.0
52019624.0;5219357.0;Santa Isabel;GO;2.0;1.0;0;0;0;0;;;;;1;;
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;450.6;552.6;461.9;425.7;1;1.0;640.0
52019160.0;5218904.0;Rubiataba;GO;2.0;1.0;0;0;0;0;;;;;1;;
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;368.1;442.1;416.6;432.6;0;1.0;460.0
52019802.0;5220157.0;São Luiz do Norte;GO;2.0;1.0;1;1;1;1;459.0;501.2;548.8;678.2;0;1.0;800.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;480.2;617.2;590.8;631.5;0;1.0;880.0
52018415.0;5214861.0;Nova Glória;GO;2.0;1.0;1;1;1;1;512.8;607.0;574.2;573.1;0;1.0;880.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;615.5;697.0;649.8;760.7;1;1.0;960.0
52014550.0;5219456.0;Santa Rita do Novo Destino;GO;2.0;1.0;0;1;1;0;;393.2;501.8;;1;4.0;0.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;1;1;1;1;577.0;625.1;579.0;659.6;0;1.0;820.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;0;0;0;0;;;;;1;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;428.4;457.0;485.8;483.2;1;1.0;460.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;464.5;577.5;563.4;712.9;1;1.0;960.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;0;0;0;0;;;;;1;;
52018938.0;5218607.0;Rialma;GO;2.0;1.0;1;1;1;1;589.1;568.6;592.7;617.5;1;1.0;660.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;1;1;1;1;408.4;444.9;447.6;416.9;1;1.0;280.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;401.4;493.8;523.1;508.3;1;1.0;760.0
52014517.0;5203203.0;Barro Alto;GO;2.0;1.0;1;1;1;1;458.4;376.7;338.2;393.7;0;1.0;380.0
52015459.0;5205406.0;Ceres;GO;2.0;1.0;0;1;1;0;;458.6;509.7;;0;1.0;520.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;451.3;434.1;477.0;401.3;1;1.0;360.0
52019101.0;5218706.0;Rianápolis;GO;2.0;1.0;1;1;1;1;478.2;471.2;399.5;428.5;0;1.0;600.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;452.0;405.1;381.1;453.4;0;1.0;440.0
52016900.0;5209457.0;Guarinos;GO;2.0;1.0;0;0;0;0;;;;;1;;
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;549.1;578.8;555.7;534.3;0;1.0;600.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;0;;
52018415.0;5214861.0;Nova Glória;GO;2.0;1.0;1;1;1;1;423.2;408.0;439.4;435.9;0;1.0;180.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;472.4;522.5;551.2;561.9;1;1.0;780.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;438.9;345.8;370.6;411.9;0;1.0;660.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;527.5;518.4;571.2;675.4;0;1.0;760.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;463.7;553.7;527.2;389.7;1;1.0;340.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;1;1;1;1;491.0;537.4;530.9;634.9;0;1.0;880.0
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;538.9;408.9;595.0;660.9;1;1.0;900.0
52019080.0;5218706.0;Rianápolis;GO;2.0;1.0;0;0;0;0;;;;;0;;
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;1;;
52017109.0;5209804.0;Hidrolina;GO;2.0;1.0;1;1;1;1;464.9;530.8;519.1;622.2;0;1.0;880.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;408.4;374.3;483.6;436.1;1;1.0;240.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;385.7;554.0;525.4;451.3;1;1.0;700.0
52018164.0;5211206.0;Itapuranga;GO;2.0;1.0;0;0;0;0;;;;;1;;
52014550.0;5219456.0;Santa Rita do Novo Destino;GO;2.0;1.0;0;0;0;0;;;;;1;;
52018652.0;5216908.0;Pilar de Goiás;GO;2.0;1.0;1;1;1;1;436.6;354.0;389.5;400.9;1;3.0;0.0
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;412.9;380.7;364.0;448.0;1;3.0;0.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;510.7;567.3;565.5;620.6;0;1.0;740.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;545.4;334.8;531.7;608.2;0;1.0;840.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;450.5;602.9;581.8;586.1;1;1.0;820.0
52017320.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;1;;
52018920.0;5218607.0;Rialma;GO;2.0;1.0;0;0;0;0;;;;;1;;
52014584.0;5203203.0;Barro Alto;GO;2.0;1.0;0;0;0;0;;;;;1;;
52018652.0;5216908.0;Pilar de Goiás;GO;2.0;1.0;0;0;0;0;;;;;1;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;376.1;356.4;352.6;475.4;1;1.0;440.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;376.1;390.5;438.0;475.7;1;1.0;600.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;546.9;571.6;585.3;513.8;1;1.0;880.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;528.4;558.3;582.9;669.3;0;1.0;560.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;603.7;491.8;576.6;672.2;1;1.0;920.0
52015459.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;544.4;543.2;502.3;575.4;1;1.0;540.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;409.1;474.2;459.6;396.2;1;1.0;760.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;580.5;576.8;581.2;571.9;0;1.0;800.0
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;475.4;536.4;562.1;666.1;0;1.0;880.0
52019802.0;5220157.0;São Luiz do Norte;GO;2.0;1.0;1;1;1;1;538.6;417.2;497.2;424.8;1;1.0;600.0
52018423.0;5214861.0;Nova Glória;GO;2.0;1.0;1;1;1;1;507.9;494.1;459.6;375.3;1;1.0;360.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;531.3;555.1;544.4;616.9;0;1.0;820.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;619.3;654.0;574.9;721.2;1;1.0;840.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;418.3;408.4;510.0;498.4;1;1.0;880.0
52019160.0;5218904.0;Rubiataba;GO;2.0;1.0;0;0;0;0;;;;;1;;
52017320.0;5210901.0;Itapaci;GO;2.0;1.0;0;1;1;0;;353.9;324.7;;1;1.0;240.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;0;0;0;0;;;;;1;;
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;463.2;532.4;522.1;667.2;0;1.0;840.0
52016021.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;1;1;0;;396.8;466.4;;0;1.0;380.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;0;;
52018415.0;5214861.0;Nova Glória;GO;2.0;1.0;1;1;1;1;465.9;329.9;425.2;438.2;0;3.0;0.0
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;400.9;568.0;557.4;602.7;0;1.0;700.0
52019624.0;5219357.0;Santa Isabel;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;394.2;403.3;432.4;410.7;1;1.0;400.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;542.1;542.0;570.7;524.0;0;1.0;780.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;0;0;0;0;;;;;0;;
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;573.5;573.2;553.5;616.8;0;1.0;920.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;0;0;0;0;;;;;1;;
52020231.0;5221700.0;Uruana;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;515.2;457.3;530.8;487.4;1;1.0;720.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;424.6;446.9;436.2;407.3;0;1.0;440.0
