TP_FAIXA_ETARIA;TP_SEXO;TP_ANO_CONCLUIU;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;SG_UF_PROVA;Q007;Q019;Q021;Q023
3;F;0;5210901;Itapaci;GO;E;A;A;A
6;F;2;5208608;Goianésia;GO;F;A;A;A
2;F;0;5205406;Ceres;GO;D;A;B;A
2;M;0;5210901;Itapaci;GO;C;A;B;A
2;F;0;5205406;Ceres;GO;B;A;A;A
3;F;0;5208608;Goianésia;GO;E;A;B;A
3;F;0;5208608;Goianésia;GO;H;A;B;A
3;F;0;5208608;Goianésia;GO;A;A;A;A
2;F;0;5208608;Goianésia;GO;B;A;A;A
3;M;0;5205406;Ceres;GO;C;A;A;A
1;F;0;5205406;Ceres;GO;E;A;A;A
3;M;0;5205406;Ceres;GO;C;A;A;A
10;F;7;5208608;Goianésia;GO;D;A;B;A
2;M;0;5210901;Itapaci;GO;B;A;B;A
9;F;7;5211206;Itapuranga;GO;A;A;A;A
3;M;0;5210901;Itapaci;GO;C;A;A;A
3;M;0;5208608;Goianésia;GO;C;A;A;A
2;F;0;5208608;Goianésia;GO;B;A;A;A
2;F;0;5210901;Itapaci;GO;D;B;B;A
2;F;0;5210901;Itapaci;GO;B;A;A;A
2;F;0;5208608;Goianésia;GO;B;A;A;A
2;M;0;5205406;Ceres;GO;C;A;B;A
2;M;0;5211206;Itapuranga;GO;B;A;A;A
4;M;1;5205406;Ceres;GO;D;A;A;A
2;F;0;5211800;Jaraguá;GO;C;A;A;C
2;F;0;5211800;Jaraguá;GO;B;A;A;A
3;M;0;5208608;Goianésia;GO;B;A;A;A
2;M;0;5211800;Jaraguá;GO;C;A;B;E
3;M;0;5208608;Goianésia;GO;J;B;C;A
2;F;0;5208608;Goianésia;GO;B;A;A;A
2;M;0;5210901;Itapaci;GO;C;A;A;A
3;M;0;5205406;Ceres;GO;C;B;A;A
3;F;0;5205406;Ceres;GO;G;B;A;A
2;F;0;5210901;Itapaci;GO;B;A;A;A
3;M;0;5205406;Ceres;GO;M;B;B;A
3;M;0;5205406;Ceres;GO;D;A;A;A
1;F;0;5208608;Goianésia;GO;F;A;A;A
12;M;11;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
2;M;0;5205406;Ceres;GO;B;A;A;A
1;F;0;5211800;Jaraguá;GO;C;A;A;A
3;F;0;5208608;Goianésia;GO;C;A;B;A
1;F;0;5211800;Jaraguá;GO;E;A;A;A
10;F;0;5211800;Jaraguá;GO;B;A;B;A
2;F;0;5218904;Rubiataba;GO;B;A;A;A
1;F;0;5218904;Rubiataba;GO;C;A;B;A
2;F;0;5211800;Jaraguá;GO;B;B;A;A
2;F;0;5211206;Itapuranga;GO;B;A;A;A
4;M;0;5208608;Goianésia;GO;B;B;B;B
2;F;0;5205406;Ceres;GO;B;A;A;A
1;F;0;5211800;Jaraguá;GO;D;A;B;A
3;M;0;5211800;Jaraguá;GO;C;A;A;A
3;F;0;5211206;Itapuranga;GO;C;A;A;A
2;F;0;5205406;Ceres;GO;B;A;A;A
2;F;0;5208608;Goianésia;GO;G;A;B;E
3;M;0;5208608;Goianésia;GO;B;A;B;A
3;M;1;5205406;Ceres;GO;D;B;B;A
1;M;0;5208608;Goianésia;GO;D;A;B;A
2;F;0;5211800;Jaraguá;GO;D;A;B;A
2;M;0;5211206;Itapuranga;GO;B;A;A;A
4;M;0;5205406;Ceres;GO;C;A;A;A
1;M;0;5218904;Rubiataba;GO;B;A;A;A
6;F;3;5211800;Jaraguá;GO;C;A;A;A
14;M;0;5208608;Goianésia;GO;E;A;B;F
1;M;0;5210901;Itapaci;GO;F;A;B;D
3;F;0;5211800;Jaraguá;GO;B;A;B;A
3;M;0;5211800;Jaraguá;GO;E;A;A;A
3;M;0;5211800;Jaraguá;GO;G;A;A;A
1;F;0;5205406;Ceres;GO;E;A;A;A
5;F;3;5211206;Itapuranga;GO;F;A;B;A
3;F;0;5208608;Goianésia;GO;A;A;B;A
2;F;0;5205406;Ceres;GO;B;A;A;A
1;M;0;5210901;Itapaci;GO;G;A;C;E
3;F;1;5205406;Ceres;GO;D;A;A;A
4;F;1;5208608;Goianésia;GO;B;A;A;A
4;F;1;5208608;Goianésia;GO;B;A;A;A
1;F;0;5208608;Goianésia;GO;F;A;B;B
5;F;2;5210901;Itapaci;GO;C;A;B;A
1;F;0;5210901;Itapaci;GO;F;A;B;A
2;M;0;5205406;Ceres;GO;H;A;C;D
4;F;2;5211206;Itapuranga;GO;B;A;A;A
1;M;0;5210901;Itapaci;GO;G;A;B;A
1;F;0;5208608;Goianésia;GO;F;A;B;A
1;F;0;5211206;Itapuranga;GO;B;A;A;A
4;F;2;5208608;Goianésia;GO;D;A;B;A
3;F;0;5218904;Rubiataba;GO;C;A;A;A
3;F;0;5211206;Itapuranga;GO;F;A;C;A
8;M;0;5205406;Ceres;GO;A;A;B;A
16;M;18;5211800;Jaraguá;GO;C;A;B;E
1;M;0;5208608;Goianésia;GO;B;A;A;A
8;F;5;5205406;Ceres;GO;B;A;B;A
3;M;0;5210901;Itapaci;GO;B;B;A;B
3;M;0;5211206;Itapuranga;GO;B;A;A;A
3;M;0;5210901;Itapaci;GO;B;A;B;A
3;M;0;5205406;Ceres;GO;C;B;B;A
3;M;0;5208608;Goianésia;GO;D;B;B;A
1;F;0;5211206;Itapuranga;GO;B;A;A;A
2;M;0;5208608;Goianésia;GO;C;A;B;A
2;F;0;5218904;Rubiataba;GO;B;A;A;A
1;M;0;5205406;Ceres;GO;F;B;C;A
1;M;0;5205406;Ceres;GO;L;B;C;D
5;M;2;5211206;Itapuranga;GO;A;A;B;F
1;F;0;5205406;Ceres;GO;C;A;A;A
3;F;0;5211206;Itapuranga;GO;B;A;A;A
3;F;0;5205406;Ceres;GO;C;A;A;A
1;M;0;5208608;Goianésia;GO;O;B;C;D
2;F;0;5210901;Itapaci;GO;E;A;A;A
5;F;1;5205406;Ceres;GO;B;A;A;A
3;F;0;5205406;Ceres;GO;B;A;A;A
1;M;0;5211800;Jaraguá;GO;C;B;A;A
6;F;4;5208608;Goianésia;GO;C;A;A;A
1;F;0;5208608;Goianésia;GO;F;A;B;B
4;F;2;5205406;Ceres;GO;B;A;B;A
3;F;0;5205406;Ceres;GO;D;A;B;A
3;M;0;5205406;Ceres;GO;D;A;B;A
1;F;0;5205406;Ceres;GO;A;A;A;A
1;F;0;5205406;Ceres;GO;C;A;A;A
1;M;0;5208608;Goianésia;GO;B;A;B;A
4;M;0;5208608;Goianésia;GO;E;B;A;A
3;M;0;5208608;Goianésia;GO;B;B;B;A
2;F;0;5211800;Jaraguá;GO;E;A;A;A
3;F;0;5208608;Goianésia;GO;E;A;A;B
2;F;0;5208608;Goianésia;GO;E;A;B;B
4;F;2;5208608;Goianésia;GO;F;A;C;D
3;F;0;5208608;Goianésia;GO;G;A;B;B
1;M;0;5211206;Itapuranga;GO;C;B;B;A
16;F;0;5205406;Ceres;GO;E;A;C;A
3;F;0;5205406;Ceres;GO;F;B;A;A
2;F;0;5205406;Ceres;GO;C;B;B;A
1;F;0;5205406;Ceres;GO;F;A;A;B
2;F;0;5211206;Itapuranga;GO;A;A;A;A
1;M;0;5208608;Goianésia;GO;E;A;C;A
3;F;0;5205406;Ceres;GO;C;A;A;A
2;F;0;5208608;Goianésia;GO;G;B;B;D
11;F;10;5211206;Itapuranga;GO;B;A;A;A
3;M;0;5211206;Itapuranga;GO;C;B;A;A
1;F;0;5208608;Goianésia;GO;E;A;A;A
10;M;8;5211800;Jaraguá;GO;C;A;C;A
2;F;0;5210901;Itapaci;GO;H;A;C;B
5;F;1;5211800;Jaraguá;GO;B;A;A;A
4;F;1;5205406;Ceres;GO;C;A;A;A
1;M;0;5210901;Itapaci;GO;B;A;C;E
1;F;0;5211206;Itapuranga;GO;O;A;C;A
3;F;0;5210901;Itapaci;GO;B;A;A;A
3;F;0;5210901;Itapaci;GO;B;A;B;A
3;M;0;5205406;Ceres;GO;B;B;B;A
8;F;5;5205406;Ceres;GO;F;A;B;E
1;F;0;5205406;Ceres;GO;E;A;B;C
3;M;0;5208608;Goianésia;GO;C;B;A;A
1;F;0;5205406;Ceres;GO;B;A;A;A
3;M;1;5205406;Ceres;GO;A;A;A;D
4;M;0;5210901;Itapaci;GO;C;B;B;A
2;M;0;5208608;Goianésia;GO;A;A;A;A
1;M;0;5211800;Jaraguá;GO;B;A;A;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
2;M;0;5205406;Ceres;GO;B;A;B;A
3;F;0;5208608;Goianésia;GO;G;A;A;A
1;F;0;5205406;Ceres;GO;G;A;C;D
1;M;0;5205406;Ceres;GO;N;B;A;D
2;F;0;5205406;Ceres;GO;B;A;B;A
2;M;0;5208608;Goianésia;GO;F;A;A;A
1;F;0;5211206;Itapuranga;GO;B;A;A;A
1;M;0;5211206;Itapuranga;GO;F;A;B;D
2;M;0;5211206;Itapuranga;GO;F;B;B;A
5;F;2;5210901;Itapaci;GO;D;A;A;E
5;F;3;5208608;Goianésia;GO;C;A;B;A
3;M;0;5210901;Itapaci;GO;B;A;B;A
5;F;2;5208608;Goianésia;GO;D;A;A;A
2;F;0;5210901;Itapaci;GO;C;A;A;A
2;F;0;5210901;Itapaci;GO;B;A;A;A
2;M;0;5208608;Goianésia;GO;O;A;B;D
2;M;0;5211206;Itapuranga;GO;N;B;C;B
3;M;0;5211800;Jaraguá;GO;C;A;A;A
1;M;0;5208608;Goianésia;GO;B;A;A;A
15;F;18;5211800;Jaraguá;GO;B;A;A;A
6;M;3;5218904;Rubiataba;GO;H;A;B;A
2;M;0;5211206;Itapuranga;GO;C;A;A;A
1;M;0;5205406;Ceres;GO;B;A;B;D
2;F;0;5208608;Goianésia;GO;C;A;B;A
3;M;0;5211800;Jaraguá;GO;C;A;A;A
2;F;0;5205406;Ceres;GO;D;B;B;A
11;F;0;5208608;Goianésia;GO;B;A;A;A
2;F;0;5205406;Ceres;GO;C;A;A;A
2;F;0;5210901;Itapaci;GO;C;A;B;B
6;F;3;5208608;Goianésia;GO;C;A;A;A
1;F;0;5211206;Itapuranga;GO;F;A;B;A
1;F;0;5210901;Itapaci;GO;C;B;B;A
2;F;0;5211800;Jaraguá;GO;C;A;B;A
1;F;0;5205406;Ceres;GO;E;A;B;D
4;F;2;5208608;Goianésia;GO;F;A;A;A
4;M;0;5210901;Itapaci;GO;B;B;B;C
11;M;10;5211800;Jaraguá;GO;E;A;B;A
1;M;0;5211206;Itapuranga;GO;C;A;A;A
4;M;2;5205406;Ceres;GO;E;A;B;A
6;M;3;5211206;Itapuranga;GO;B;A;B;A
4;M;1;5205406;Ceres;GO;D;A;A;B
3;F;0;5211800;Jaraguá;GO;B;A;A;A
3;F;0;5208608;Goianésia;GO;A;A;A;A
1;F;0;5218904;Rubiataba;GO;B;A;A;A
3;M;0;5205406;Ceres;GO;C;A;A;A
3;F;1;5208608;Goianésia;GO;D;A;A;A
2;F;0;5205406;Ceres;GO;G;B;C;A
1;F;0;5208608;Goianésia;GO;D;A;A;A
2;F;0;5211800;Jaraguá;GO;C;A;A;A
2;M;0;5210901;Itapaci;GO;J;A;B;B
4;M;1;5205406;Ceres;GO;F;A;A;A
5;F;3;5205406;Ceres;GO;C;A;C;D
2;M;0;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5218904;Rubiataba;GO;C;A;A;A
3;M;0;5205406;Ceres;GO;B;A;A;A
1;M;0;5210901;Itapaci;GO;B;A;A;A
2;M;0;5205406;Ceres;GO;F;A;B;B
1;M;0;5218904;Rubiataba;GO;C;A;A;A
3;M;0;5208608;Goianésia;GO;B;B;A;A
1;M;0;5205406;Ceres;GO;H;A;C;A
5;M;0;5205406;Ceres;GO;B;A;A;A
1;M;0;5208608;Goianésia;GO;Q;B;C;D
12;F;13;5211800;Jaraguá;GO;B;A;B;A
3;F;0;5205406;Ceres;GO;B;A;A;A
2;M;0;5205406;Ceres;GO;H;B;E;A
6;F;3;5205406;Ceres;GO;B;A;A;A
3;M;1;5205406;Ceres;GO;C;A;B;D
1;M;0;5205406;Ceres;GO;B;A;A;A
1;M;0;5208608;Goianésia;GO;C;A;A;A
3;F;0;5208608;Goianésia;GO;B;A;A;A
1;F;0;5211800;Jaraguá;GO;D;B;B;B
2;M;0;5208608;Goianésia;GO;F;B;B;B
2;M;0;5205406;Ceres;GO;C;B;B;A
4;F;2;5208608;Goianésia;GO;E;A;A;B
1;F;0;5210901;Itapaci;GO;H;A;B;C
3;F;0;5218904;Rubiataba;GO;B;A;A;A
4;F;2;5218904;Rubiataba;GO;C;A;B;A
5;F;2;5218904;Rubiataba;GO;E;A;B;A
2;F;0;5211800;Jaraguá;GO;A;A;A;A
2;F;0;5205406;Ceres;GO;B;B;A;A
3;M;0;5211800;Jaraguá;GO;B;A;A;A
7;F;4;5208608;Goianésia;GO;B;A;A;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
6;F;3;5205406;Ceres;GO;E;A;B;A
2;M;0;5205406;Ceres;GO;B;A;B;B
1;F;0;5211206;Itapuranga;GO;C;A;A;A
3;M;0;5211206;Itapuranga;GO;B;B;B;A
2;F;0;5208608;Goianésia;GO;F;A;A;A
1;M;0;5208608;Goianésia;GO;E;A;C;A
4;M;0;5208608;Goianésia;GO;C;B;B;A
4;M;1;5210901;Itapaci;GO;C;A;A;A
2;M;0;5205406;Ceres;GO;C;B;A;A
6;F;3;5211800;Jaraguá;GO;M;A;B;B
6;F;4;5208608;Goianésia;GO;B;B;A;A
3;F;0;5205406;Ceres;GO;B;B;A;A
9;M;7;5211800;Jaraguá;GO;C;A;B;A
9;M;7;5205406;Ceres;GO;E;B;B;A
1;M;0;5205406;Ceres;GO;G;B;B;A
2;F;0;5211206;Itapuranga;GO;C;A;A;A
7;F;4;5210901;Itapaci;GO;C;A;B;E
2;F;0;5210901;Itapaci;GO;A;A;A;B
3;F;0;5210901;Itapaci;GO;D;B;A;A
1;M;0;5211800;Jaraguá;GO;B;A;A;A
1;M;0;5211800;Jaraguá;GO;B;A;A;A
3;F;0;5218904;Rubiataba;GO;B;A;B;A
3;F;0;5205406;Ceres;GO;C;A;A;A
4;F;2;5205406;Ceres;GO;G;B;B;A
1;F;0;5205406;Ceres;GO;E;A;B;A
5;M;0;5211800;Jaraguá;GO;D;A;B;A
1;F;0;5205406;Ceres;GO;D;B;A;A
3;M;0;5205406;Ceres;GO;E;A;B;A
3;M;0;5208608;Goianésia;GO;B;A;A;A
7;M;3;5208608;Goianésia;GO;C;A;B;A
2;F;0;5211206;Itapuranga;GO;A;A;A;A
2;F;0;5218904;Rubiataba;GO;D;A;A;A
2;M;0;5210901;Itapaci;GO;B;A;A;A
1;F;0;5211206;Itapuranga;GO;E;A;A;A
5;F;2;5211800;Jaraguá;GO;C;A;A;A
3;F;0;5218904;Rubiataba;GO;C;A;B;A
3;F;0;5208608;Goianésia;GO;D;A;A;A
3;F;0;5205406;Ceres;GO;B;A;A;A
2;M;0;5208608;Goianésia;GO;C;A;A;A
2;M;0;5211800;Jaraguá;GO;C;A;B;D
3;F;0;5208608;Goianésia;GO;B;A;B;C
4;F;1;5208608;Goianésia;GO;G;A;B;A
1;F;0;5210901;Itapaci;GO;F;A;A;D
1;F;0;5218904;Rubiataba;GO;C;A;B;D
3;M;0;5205406;Ceres;GO;C;A;B;A
3;M;0;5210901;Itapaci;GO;G;A;A;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
4;M;0;5211800;Jaraguá;GO;C;A;B;A
3;F;1;5218904;Rubiataba;GO;B;A;A;A
1;M;0;5211206;Itapuranga;GO;B;B;B;A
3;F;0;5205406;Ceres;GO;E;A;A;A
2;M;0;5208608;Goianésia;GO;I;A;A;A
4;F;2;5211800;Jaraguá;GO;O;A;C;A
3;M;0;5210901;Itapaci;GO;B;A;A;A
9;F;7;5211800;Jaraguá;GO;B;A;B;A
4;F;2;5211800;Jaraguá;GO;C;A;A;A
2;M;0;5211206;Itapuranga;GO;G;A;A;A
3;F;0;5210901;Itapaci;GO;B;B;A;A
2;M;0;5211800;Jaraguá;GO;D;A;B;A
3;F;0;5208608;Goianésia;GO;B;A;A;A
3;F;0;5210901;Itapaci;GO;A;A;A;A
3;F;0;5210901;Itapaci;GO;B;A;A;A
1;F;0;5205406;Ceres;GO;E;A;B;E
2;M;0;5210901;Itapaci;GO;C;A;A;A
2;F;0;5205406;Ceres;GO;H;B;B;D
1;F;0;5218904;Rubiataba;GO;D;A;A;A
1;F;0;5205406;Ceres;GO;A;A;A;A
2;F;0;5205406;Ceres;GO;C;A;A;A
3;M;0;5205406;Ceres;GO;A;A;A;A
1;F;0;5205406;Ceres;GO;F;B;B;A
2;F;0;5211206;Itapuranga;GO;B;A;A;A
3;M;0;5211800;Jaraguá;GO;B;A;A;A
8;F;0;5208608;Goianésia;GO;B;A;A;C
4;F;1;5205406;Ceres;GO;B;A;A;A
3;M;0;5211800;Jaraguá;GO;G;B;C;A
6;M;3;5211800;Jaraguá;GO;D;A;B;A
2;F;0;5210901;Itapaci;GO;D;A;B;D
2;M;0;5205406;Ceres;GO;C;A;A;A
4;F;2;5210901;Itapaci;GO;E;A;B;A
12;F;0;5218904;Rubiataba;GO;C;A;A;A
14;F;18;5205406;Ceres;GO;D;A;C;A
1;M;0;5208608;Goianésia;GO;E;A;B;A
6;F;4;5205406;Ceres;GO;B;A;B;A
3;F;1;5208608;Goianésia;GO;B;B;B;A
11;F;8;5205406;Ceres;GO;B;A;A;A
4;M;1;5208608;Goianésia;GO;C;A;B;A
2;F;0;5210901;Itapaci;GO;C;A;A;A
1;M;0;5210901;Itapaci;GO;G;A;A;A
1;F;0;5218904;Rubiataba;GO;C;B;A;A
12;F;17;5218904;Rubiataba;GO;B;A;A;A
3;M;0;5208608;Goianésia;GO;C;A;A;A
2;M;0;5210901;Itapaci;GO;C;A;B;D
2;M;0;5208608;Goianésia;GO;E;A;B;A
1;F;0;5205406;Ceres;GO;C;A;A;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
1;M;0;5211206;Itapuranga;GO;B;A;A;A
6;F;3;5210901;Itapaci;GO;C;A;A;A
2;F;0;5210901;Itapaci;GO;D;A;A;A
7;M;5;5211206;Itapuranga;GO;D;A;A;A
3;F;0;5205406;Ceres;GO;B;A;A;A
12;F;0;5205406;Ceres;GO;C;A;A;A
2;M;0;5208608;Goianésia;GO;F;A;B;A
11;F;11;5205406;Ceres;GO;E;A;C;A
11;F;7;5211206;Itapuranga;GO;B;A;B;A
11;F;0;5208608;Goianésia;GO;C;A;A;A
1;F;0;5211800;Jaraguá;GO;G;A;B;A
3;M;0;5218904;Rubiataba;GO;F;A;C;A
3;M;0;5211800;Jaraguá;GO;C;A;A;A
12;M;14;5208608;Goianésia;GO;E;A;B;A
4;M;0;5211800;Jaraguá;GO;B;A;C;A
3;F;0;5208608;Goianésia;GO;B;A;A;A
3;M;0;5208608;Goianésia;GO;C;B;C;A
3;F;0;5208608;Goianésia;GO;B;A;A;A
7;M;4;5211800;Jaraguá;GO;C;A;B;A
2;F;0;5205406;Ceres;GO;A;A;A;A
1;M;0;5211800;Jaraguá;GO;A;A;A;A
3;M;0;5205406;Ceres;GO;F;A;A;B
3;M;0;5211800;Jaraguá;GO;C;B;B;A
3;F;0;5211800;Jaraguá;GO;G;A;B;A
3;M;0;5211206;Itapuranga;GO;C;A;A;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
14;F;18;5210901;Itapaci;GO;D;A;B;A
2;M;0;5205406;Ceres;GO;A;A;A;A
3;F;0;5208608;Goianésia;GO;C;A;A;A
2;F;0;5205406;Ceres;GO;Q;B;E;D
3;F;0;5211800;Jaraguá;GO;B;A;A;A
3;F;1;5205406;Ceres;GO;C;B;B;A
8;M;4;5210901;Itapaci;GO;C;A;B;A
2;M;0;5205406;Ceres;GO;C;A;A;A
2;F;0;5218904;Rubiataba;GO;D;A;A;A
4;F;1;5208608;Goianésia;GO;D;A;A;A
11;F;8;5211206;Itapuranga;GO;E;A;A;A
9;M;7;5208608;Goianésia;GO;G;A;B;A
2;F;0;5211206;Itapuranga;GO;C;A;A;A
1;F;0;5210901;Itapaci;GO;C;A;A;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5218904;Rubiataba;GO;G;A;B;A
4;M;0;5210901;Itapaci;GO;D;A;A;A
2;M;0;5208608;Goianésia;GO;D;A;A;A
7;F;4;5211800;Jaraguá;GO;C;A;B;A
3;F;0;5211800;Jaraguá;GO;D;A;A;A
3;M;0;5208608;Goianésia;GO;E;A;A;A
2;F;0;5205406;Ceres;GO;H;A;A;A
2;F;0;5210901;Itapaci;GO;B;A;A;A
2;M;0;5211800;Jaraguá;GO;E;A;B;A
2;F;0;5210901;Itapaci;GO;B;A;A;A
4;M;1;5211206;Itapuranga;GO;G;B;C;A
1;F;0;5218904;Rubiataba;GO;J;B;B;A
2;M;0;5208608;Goianésia;GO;B;A;A;A
6;M;3;5205406;Ceres;GO;L;A;C;D
2;M;0;5208608;Goianésia;GO;C;B;B;A
2;F;0;5205406;Ceres;GO;I;A;C;A
5;M;2;5211800;Jaraguá;GO;B;A;B;A
1;M;0;5208608;Goianésia;GO;K;B;C;D
5;M;3;5208608;Goianésia;GO;C;A;B;A
5;F;2;5205406;Ceres;GO;C;A;B;A
2;F;0;5218904;Rubiataba;GO;B;A;A;A
3;F;0;5211206;Itapuranga;GO;A;A;B;A
1;F;0;5210901;Itapaci;GO;C;A;A;A
1;F;0;5210901;Itapaci;GO;C;A;B;E
3;F;0;5208608;Goianésia;GO;B;A;A;A
2;F;0;5205406;Ceres;GO;B;A;A;A
2;F;0;5210901;Itapaci;GO;I;B;D;B
1;F;0;5205406;Ceres;GO;E;B;C;D
4;M;0;5211800;Jaraguá;GO;B;A;A;A
2;M;0;5210901;Itapaci;GO;F;A;C;C
4;M;2;5205406;Ceres;GO;B;A;A;A
3;F;1;5211206;Itapuranga;GO;F;A;B;B
12;M;16;5208608;Goianésia;GO;E;A;B;A
1;F;0;5210901;Itapaci;GO;I;A;A;A
3;M;0;5208608;Goianésia;GO;B;A;B;A
3;M;0;5211800;Jaraguá;GO;B;A;A;A
3;M;1;5211800;Jaraguá;GO;B;B;B;A
1;F;0;5211800;Jaraguá;GO;B;A;B;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5210901;Itapaci;GO;C;A;A;A
3;F;0;5210901;Itapaci;GO;G;A;B;A
1;M;0;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5211800;Jaraguá;GO;C;A;A;A
2;F;0;5218904;Rubiataba;GO;G;A;B;A
3;M;0;5205406;Ceres;GO;A;A;B;A
2;M;0;5210901;Itapaci;GO;B;A;A;A
3;M;0;5210901;Itapaci;GO;B;A;A;A
1;F;0;5211800;Jaraguá;GO;B;A;A;A
3;F;0;5210901;Itapaci;GO;C;A;B;A
11;F;8;5211206;Itapuranga;GO;F;A;A;A
3;M;0;5205406;Ceres;GO;C;A;A;A
3;F;0;5211206;Itapuranga;GO;F;A;A;A
2;F;0;5208608;Goianésia;GO;A;A;A;A
2;F;0;5211800;Jaraguá;GO;C;A;A;A
1;F;0;5205406;Ceres;GO;D;A;A;A
2;F;0;5205406;Ceres;GO;O;A;B;D
4;F;1;5218904;Rubiataba;GO;A;A;A;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
4;F;0;5211800;Jaraguá;GO;B;B;B;A
5;F;2;5208608;Goianésia;GO;B;A;A;A
3;F;0;5208608;Goianésia;GO;G;B;C;A
9;M;6;5205406;Ceres;GO;M;A;B;D
3;M;0;5211800;Jaraguá;GO;B;A;A;A
5;F;2;5211800;Jaraguá;GO;C;A;A;A
1;F;0;5205406;Ceres;GO;B;A;A;A
2;F;0;5208608;Goianésia;GO;C;B;A;A
1;M;0;5205406;Ceres;GO;B;A;A;A
7;M;4;5208608;Goianésia;GO;E;A;C;A
5;F;2;5208608;Goianésia;GO;E;A;A;A
1;M;0;5210901;Itapaci;GO;H;A;C;B
3;M;0;5205406;Ceres;GO;C;A;B;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
1;F;0;5205406;Ceres;GO;Q;B;C;D
3;M;0;5208608;Goianésia;GO;D;A;A;A
4;F;1;5208608;Goianésia;GO;F;A;B;A
3;M;0;5211206;Itapuranga;GO;B;B;B;A
9;F;6;5208608;Goianésia;GO;E;A;A;A
5;F;2;5211206;Itapuranga;GO;B;B;A;A
2;M;0;5208608;Goianésia;GO;C;A;B;A
2;M;0;5208608;Goianésia;GO;C;A;B;A
1;M;0;5205406;Ceres;GO;L;B;B;D
2;F;0;5205406;Ceres;GO;B;A;A;A
1;F;0;5211206;Itapuranga;GO;C;A;B;A
1;M;0;5205406;Ceres;GO;B;A;A;A
2;M;0;5208608;Goianésia;GO;F;A;A;A
1;M;0;5205406;Ceres;GO;D;A;A;A
3;F;0;5205406;Ceres;GO;B;A;A;A
4;F;1;5205406;Ceres;GO;B;A;A;A
3;F;0;5208608;Goianésia;GO;B;B;C;A
1;F;0;5210901;Itapaci;GO;G;A;C;A
8;F;6;5208608;Goianésia;GO;C;B;B;B
2;F;0;5205406;Ceres;GO;G;A;A;E
3;F;0;5218904;Rubiataba;GO;F;A;B;A
1;M;0;5205406;Ceres;GO;C;A;B;A
2;M;0;5208608;Goianésia;GO;C;A;B;A
1;M;0;5208608;Goianésia;GO;O;A;B;A
7;M;3;5208608;Goianésia;GO;C;A;A;A
3;F;0;5208608;Goianésia;GO;A;A;B;A
1;M;0;5211206;Itapuranga;GO;B;A;C;A
1;F;0;5208608;Goianésia;GO;C;B;A;A
1;F;0;5218904;Rubiataba;GO;H;A;B;A
9;F;6;5208608;Goianésia;GO;B;A;A;A
13;F;18;5210901;Itapaci;GO;J;A;A;A
3;F;0;5211800;Jaraguá;GO;C;A;A;A
3;M;0;5208608;Goianésia;GO;B;A;A;A
2;F;0;5211206;Itapuranga;GO;B;B;A;A
3;M;0;5205406;Ceres;GO;D;A;A;A
4;M;0;5211800;Jaraguá;GO;A;A;A;A
2;F;0;5208608;Goianésia;GO;E;A;A;D
3;F;0;5205406;Ceres;GO;E;A;A;D
5;M;2;5208608;Goianésia;GO;B;A;B;A
11;F;0;5211800;Jaraguá;GO;A;A;A;A
4;M;0;5208608;Goianésia;GO;B;A;A;A
5;F;2;5208608;Goianésia;GO;H;A;B;D
3;F;0;5211800;Jaraguá;GO;F;A;D;A
8;F;5;5208608;Goianésia;GO;D;A;B;A
14;F;0;5205406;Ceres;GO;B;A;A;A
9;F;6;5210901;Itapaci;GO;C;A;B;B
1;F;0;5208608;Goianésia;GO;Q;B;D;D
3;F;0;5208608;Goianésia;GO;B;A;A;A
1;F;0;5205406;Ceres;GO;E;B;A;A
3;F;0;5208608;Goianésia;GO;C;A;A;A
4;F;1;5210901;Itapaci;GO;B;A;A;A
3;M;0;5218904;Rubiataba;GO;B;A;B;A
3;F;0;5208608;Goianésia;GO;D;A;C;A
2;M;0;5208608;Goianésia;GO;D;B;B;A
3;M;0;5208608;Goianésia;GO;B;A;A;A
4;M;1;5208608;Goianésia;GO;B;A;A;A
1;F;0;5218904;Rubiataba;GO;B;A;A;A
3;F;0;5205406;Ceres;GO;B;A;B;A
11;M;0;5210901;Itapaci;GO;D;A;A;A
3;M;1;5211206;Itapuranga;GO;C;A;B;A
12;F;13;5205406;Ceres;GO;E;A;B;A
1;F;0;5211800;Jaraguá;GO;C;A;A;A
1;F;0;5211206;Itapuranga;GO;B;A;B;A
2;M;0;5218904;Rubiataba;GO;C;A;A;A
3;F;1;5205406;Ceres;GO;C;A;A;A
3;M;0;5211206;Itapuranga;GO;K;B;B;A
5;F;2;5205406;Ceres;GO;Q;B;C;D
